"SYMBOL","ORDER_NO","STATEMENT_DATE","SELLING_GENERAL_AND_ADMINIST","EXTRAORDINARY_ITEMS","GROSS_PROFIT","EFFECT_OF_ACCOUNTING_CHANGES","OTHER_ITEMS","TOTAL_OPERATING_EXPENSES","TOTAL_OTHER_INCOM_TO_EXPEN_NET","PREFER_STOCK_AND_OTHER_ADJUSTM","INCOME_TAX_EXPENSE","TOTAL_REVENUE","NET_INCOME","COST_OF_REVENUE","RESEARCH_DEVELOPMENT","OTHERS","OPERATING_INCOME_OR_LOSS","DISCONTINUED_OPERATIONS","EARNIN_BEFORE_INTERE_AND_TAXES","INCOME_BEFORE_TAX","MINORITY_INTEREST","NET_INCOM_APPLI_TO_COMMO_SHARE","NON_RECURRING","INTEREST_EXPENSE","NET_INCOME_FROM_CONTINUING_OPS"
"UUU",2,31-MAR-15,"4176","","2328","","","","23","","-25","9892","-3705","7563","777","","-2624","","-2601","-2601","","-3705","","","-3705"
"UUUU",0,31-DEC-13,"18911","","8449","","","41815","-1752","","","64321","-36590","55872","11920","5644","-33366","","-35118","-36590","","-36590","5340","1472","-36590"
"UUUU",1,31-DEC-14,"16760","","16346","","","102624","1435","","103","46253","-86635","29907","1488","4305","-86278","","-84843","-86532","","-86635","80071","1689","-86635"
"UUUU",2,31-DEC-15,"23406","","23734","","","103636","-420","","","61351","-82357","37617","8762","5858","-79902","","-80322","-82357","4156","-82357","65610","2035","-82357"
"UVE",0,31-DEC-13,"91988","","192544","","","","","","41579","301159","58977","108615","","","100556","","100556","100556","","58977","","","58977"
"UVE",1,31-DEC-14,"118397","","246001","","","","","","54616","369276","72988","123275","","","127604","","127604","127604","","72988","","","72988"
"UVE",2,31-DEC-15,"183782","","358805","","","","","","68539","546544","106484","187739","","","175023","","175023","175023","","106484","","","106484"
"UVSP",0,31-DEC-13,"80512","","","","","","","","5696","124363","21189","791","","11228","","","31211","26885","","21189","621","4326","21189"
"UVSP",1,31-DEC-14,"85976","","","","","","","","7448","124536","22231","862","","3607","","","32813","29679","","22231","1278","3134","22231"
"UVSP",2,31-DEC-15,"101336","","","","","","","","9758","154408","27268","2007","","3802","","","43084","37026","","27268","4179","6058","27268"
"UVV",0,31-MAR-14,"180394","","433291","","","","949","-14850","75535","2542115","149009","2108824","","","246151","","250997","230690","32662","134159","6746","20307","152906"
"UVV",1,31-MAR-15,"237510","","410274","","","","576","-14860","38006","2271801","114608","1861527","","","167874","","175587","158467","34369","99748","4890","17120","121745"
"UVV",2,31-MAR-16,"223295","","407331","","","","1178","-14748","54430","2120373","109016","1713042","","","181647","","188247","172578","38840","94268","2389","15669","114438"
"UWN",0,30-APR-13,"23286","","28069","","","","-215","","560","65924","37","37855","","2127","2393","-92","2184","689","","37","258","1495","129"
"UWN",1,30-APR-14,"20968","","25612","","","","-208","","283","62807","448","37195","","2263","2296","","2087","731","","448","85","1356","164"
"WD",2,31-DEC-15,"223097","","","","","","","","52771","468198","82128","","","99817","","","145284","135366","4449","82128","","","82128"
"WDAY",0,31-JAN-14,"263294","","292128","","","","-17549","","1678","468938","-172509","176810","182116","","-153282","","-170831","-170831","","-172509","","","-172509"
"WDAY",1,31-JAN-15,"421891","","523057","","","","-30270","","2010","787860","-247982","264803","316868","","-215702","","-245972","-245972","","-247982","","","-247982"
"WDAY",2,31-JAN-16,"582634","","787919","","","","-24242","","1017","1162346","-289918","374427","469944","","-264659","","-288901","-288901","","-289918","","","-289918"
"WDC",0,28-JUN-13,"1525000","","4363000","","","","11000","","242000","15351000","980000","10988000","1572000","","1266000","","1277000","1222000","","980000","","55000","980000"
"WDC",1,27-JUN-14,"908000","","4360000","","","","17000","","135000","15130000","1617000","10770000","1661000","","1791000","","1808000","1752000","","1617000","","56000","1617000"
"WDC",2,03-JUL-15,"964000","","4221000","","","","15000","","112000","14572000","1465000","10351000","1646000","","1611000","","1626000","1577000","","1465000","","49000","1465000"
"WDFC",0,31-AUG-13,"129189","","189163","","","","923","","17054","368548","39813","179385","","2260","56637","","57560","56867","","39813","1077","693","39813"
"WDFC",1,31-AUG-14,"132499","","198853","","","","224","","19213","382997","43746","184144","","2617","63737","","63961","62959","","43746","","1002","43746"
"WDFC",2,31-AUG-15,"131749","","200178","","","","-1075","","18303","378150","44807","177972","","3039","65390","","64315","63110","","44807","","1205","44807"
"WDR",0,31-DEC-13,"972949","","1359110","","","","19904","","140233","1359110","252998","","","12834","373327","","404475","393231","","252998","","11244","252998"
"WDR",1,31-DEC-14,"1090810","","1586717","","","","16790","","176832","1586717","313331","","","14634","473373","","501205","490163","","313331","7900","11042","313331"
"WDR",2,31-DEC-15,"1084733","","1505563","","","","-5244","","154004","1505563","245536","","","16046","404784","","410608","399540","","245536","","11068","245536"
"WEB",0,31-DEC-13,"196358","","320568","","","310327","-20663","","21327","492315","-65664","171747","32468","79844","10241","","-10037","-44337","","-65664","1657","34300","-85942"
"WEB",1,31-DEC-14,"207828","","352159","","","314496","-1838","","21544","543937","-12458","191778","29683","74779","37663","","35825","9086","","-12458","2206","26739","-14296"
"WEB",2,31-DEC-15,"212085","","355016","","","293302","","","-48260","543461","89961","188445","24313","56345","61714","","61714","41701","","89961","559","20013","89961"
"WEBK",0,31-DEC-13,"10699","","","","","","-93","","1405","17609","2220","2260","","500","","","4150","3625","","2220","","525","2220"
"WEBK",1,31-DEC-14,"13558","","","","","","","","1104","20504","1777","2781","","640","","","3525","2881","","1777","","644","1777"
"WEBK",2,31-DEC-15,"14845","","","","","","","","1652","23311","2649","2775","","475","","","5216","4301","","2649","","915","2649"
"WEC",0,31-DEC-13,"116700","","1536900","","","","18800","-1200","337900","4519000","578600","2982100","","340100","1080100","","1167400","916500","","577400","","250900","647100"
"WEC",1,31-DEC-14,"121800","","1625300","","","","13400","-1200","361700","4997100","589500","3371800","","391400","1112100","","1191500","951200","","588300","","240300","655500"
"WEC",2,31-DEC-15,"164400","","1976700","","","","58900","-1800","433800","5926100","640300","3949400","","561800","1250500","","1405500","1074100","","638500","","331400","736400"
"WEN",0,29-DEC-13,"245218","","642738","","","","-7094","","16057","2423669","45487","1780931","","175391","139330","-2903","160799","92155","","45487","82799","68644","47535"
"WEN",1,28-DEC-14,"195430","","643416","","","","1946","","76116","1998502","121434","1355086","","153882","242588","5010","244534","192540","","121434","51516","51994","116424"
"WEN",2,03-JAN-16,"219792","","686224","","","","45725","","94149","1870297","161142","1184073","","145051","274470","21163","327490","241423","","161142","46911","86067","139979"
"TCP",0,31-DEC-13,"32000","","286000","","","","","","","341000","155000","55000","","86000","168000","","168000","124000","440000","155000","","44000","155000"
"TCP",1,31-DEC-14,"30000","","282000","","","","","","","336000","172000","54000","","86000","166000","","166000","116000","234000","172000","","50000","172000"
"TCP",2,31-DEC-15,"28000","","291000","","","","","","","344000","13000","53000","","85000","178000","","178000","122000","","13000","","56000","13000"
"TCPI",0,31-DEC-12,"60128","","84246","","","","225","","-2738","359355","-6203","275109","","","-3432","","-3207","-8941","","-6203","27550","5734","-6203"
"TCPI",1,31-DEC-13,"64252","","92106","","","","-5446","","4662","428925","8172","336819","","","24822","","19376","12834","","8172","3032","6542","8172"
"TCPI",2,31-DEC-14,"77780","","103957","","","","656","","5589","489517","12445","385560","","","26077","","26733","18034","","12445","100","8699","12445"
"TCS",0,01-MAR-14,"370993","","439783","","","","-1435","-59747","447","748538","8166","308755","","30353","31027","","29798","8613","","-51581","7204","21185","6937"
"TCS",1,28-FEB-15,"375288","","458066","","","","3487","","7193","781866","22673","323800","","31011","46971","","46971","29866","","22673","8283","17105","22673"
"TCS",2,27-FEB-16,"395366","","463551","","","","-61","","2909","794630","5142","331079","","34230","24861","","24861","8051","","5142","9033","16810","5142"
"TCX",0,31-DEC-13,"19665","","31427","","","","-357","","1619","129935","4180","98508","4159","1092","6155","","6155","5800","","4180","","355","4180"
"TCX",1,31-DEC-14,"24853","","40552","","","30559","-358","","3054","147667","6374","107115","4306","823","9635","","9635","9428","","6374","577","207","6374"
"TCX",2,31-DEC-15,"29200","","53201","","","34392","-707","","6569","172939","11374","119738","4503","484","18016","","18102","17943","","11374","206","159","11374"
"TD",0,31-OCT-13,"13826000","","","","","","","-177000","1088000","32411000","6367000","4278000","","4994000","","","9189000","7195000","1446000","6190000","124000","1995000","6367000"
"TD",1,31-OCT-14,"14075000","","","","","","","-127000","1341000","32201000","6992000","3825000","","4424000","","","9851000","8049000","1374000","6865000","26000","1801000","6992000"
"TD",2,31-OCT-15,"12784000","","","","","","","-76000","1164000","28686000","6133000","3242000","","3703000","","","8434000","7009000","1231000","6057000","524000","1425000","6133000"
"TDC",0,31-DEC-13,"757000","","1473000","","","","-20000","","131000","2692000","377000","1219000","184000","","532000","","512000","508000","","377000","","4000","377000"
"TDC",1,31-DEC-14,"770000","","1479000","","","","-6000","","127000","2732000","367000","1253000","206000","","503000","","497000","494000","","367000","","3000","367000"
"TDC",2,31-DEC-15,"765000","","1276000","","","","60000","","70000","2530000","-214000","1254000","228000","","-195000","","-135000","-144000","","-214000","478000","9000","-214000"
"TDG",0,30-SEP-13,"254468","","1049562","","","","-30281","","145700","1924400","302789","874838","","45639","749455","","719174","448489","","131546","","270685","302789"
"TDG",1,30-SEP-14,"276446","","1267874","","","","-131622","","141600","2372906","306910","1105032","","63608","927820","","796198","448510","","180284","","347688","306910"
"TDG",2,30-SEP-15,"321624","","1449845","","","","-18393","","189612","2707115","447212","1257270","","54219","1074002","","1055609","636824","","443847","","418785","447212"
"TSE",0,31-DEC-13,"216858","","358010","","","","-48621","","21849","5307414","-22218","4949404","","","180290","","131669","-369","","-22218","","132038","-3824"
"TSE",1,31-DEC-14,"232586","","297321","","","","-35174","","19719","5127961","-67332","4830640","","","112484","","77310","-47613","","-67332","","124923","-26973"
"TSE",2,31-DEC-15,"207964","","469102","","","","-104263","","70209","3971902","133647","3502800","","","401316","","297053","203856","","133647","","93197","178675"
"TSEM",0,31-DEC-13,"42916","","28109","","","","-28742","","-9388","505009","-107660","476900","33064","7464","-55335","","-84077","-117048","","-107660","","32971","-107660"
"TSEM",1,31-DEC-14,"58783","","63788","","","","110860","","-24742","828008","4263","764220","51841","","-103565","","7295","-26114","-9418","4263","56729","33409","4263"
"TSEM",2,31-DEC-15,"62793","","205365","","","","-110120","","-12278","960561","-29647","755196","61669","","81894","","-28226","-41405","-11757","-29647","-991","13179","-29647"
"TSL",0,31-DEC-13,"236348","","218194","","","","2005","","-13030","1774971","-72026","1556777","19926","","-38080","","-36821","-85266","283","-72026","","48445","-72772"
"TSL",1,31-DEC-14,"243211","","385572","","","","-8270","","15488","2286119","59338","1900548","22258","","120102","","111634","76748","28235","59338","","34886","59140"
"TSL",2,31-DEC-15,"310558","","566633","","","","-10673","","29446","3035512","76515","2468879","34099","","176976","","168044","115792","39827","76515","45000","52252","78256"
"TSLA",0,31-DEC-13,"285569","","456262","","","","22791","","2588","2013496","-74014","1557234","231976","","-61283","","-38492","-71426","","-74014","","32934","-74014"
"TSLA",1,31-DEC-14,"603660","","881671","","","","2939","","9404","3198356","-294040","2316685","464700","","-186689","","-183750","-284636","","-294040","","100886","-294040"
"TSLA",2,31-DEC-15,"922232","","923503","","","","-40144","","13039","4046025","-888663","3122522","717900","","-716629","","-756773","-875624","","-888663","","118851","-888663"
"TSM",0,31-DEC-13,"783100","","9440500","","","","158800","","1077500","20031300","6168700","10590800","1608900","","7048500","","7335000","7246200","8900","6168700","","88800","6296500"
"TSM",1,31-DEC-14,"791800","","11952500","","","","174700","","1515400","24138800","8043300","12186300","1798300","","9362400","","9661100","9558700","4000","8043300","","102400","8167300"
"TSM",2,31-DEC-15,"755100","","12494100","","","","895700","","1450500","25680000","9219500","13185900","1995500","","9743600","","10767100","10670000","29300","9219500","","97100","9347300"
"TSN",0,27-SEP-14,"1255000","","2685000","","","","-46000","","396000","37580000","864000","34895000","","","1430000","","1384000","1252000","14000","864000","","132000","856000"
"TSN",1,03-OCT-14,"1255000","","2685000","","","","-46000","","396000","37580000","864000","34895000","","","1430000","","1384000","1252000","14000","864000","","132000","856000"
"TSN",2,03-OCT-15,"1748000","","3917000","","","","45000","","697000","41373000","1220000","37456000","","","2169000","","2214000","1921000","15000","1220000","","293000","1224000"
"TSO",0,31-DEC-13,"2248000","","3516000","","","","39000","","246000","37601000","412000","34085000","","489000","755000","20000","829000","680000","1183000","412000","","149000","434000"
"TSO",1,31-DEC-14,"2762000","","4960000","","","","53000","","547000","40633000","843000","35673000","","562000","1632000","-29000","1699000","1464000","2522000","843000","","235000","917000"
"TSO",2,31-DEC-15,"2620000","","6245000","","","","-29000","","936000","28711000","1540000","22466000","","756000","2827000","-4000","2847000","2630000","2527000","1540000","","217000","1694000"
"TSQ",0,31-DEC-13,"20091","","81430","","","","-79","","340","268578","10111","187148","","15189","46186","","46071","10451","492","10111","","35620","10111"
"TSQ",1,31-DEC-14,"62952","","120452","","","","-201","","10872","373892","-16953","253440","","16878","40532","","40421","-6081","443","-16953","","46502","-16953"
"TSQ",2,31-DEC-15,"31428","","123387","","","","-18553","","7924","441222","10246","317835","","17577","84731","","54149","18170","640","10246","1680","35979","10246"
"TSRA",0,31-DEC-13,"62580","","168633","","","174890","1208","","35860","168811","-185555","178","28063","19269","-6257","-144646","-5049","-5049","","-185555","64978","","-40909"
"UWN",2,30-APR-15,"21667","","27167","","","","100","","886","64350","1807","37183","","2168","3299","","3398","2693","","1807","33","706","1807"
"V",0,30-SEP-13,"2207000","","9846000","","","","18000","","2277000","11778000","4980000","1932000","","397000","7239000","","7257000","7257000","","4980000","3000","","4980000"
"V",1,30-SEP-14,"2242000","","10827000","","","","27000","","2286000","12702000","5438000","1875000","","435000","7697000","","7724000","7724000","","5438000","453000","","5438000"
"V",2,30-SEP-15,"2229000","","11801000","","","","-69000","","2667000","13880000","6328000","2079000","","494000","9064000","","8995000","8995000","","6328000","14000","","6328000"
"VA",0,31-DEC-13,"436253","","531097","","","","339","","317","1424678","10144","893581","","13963","80881","","81220","10461","","10144","","70759","10144"
"VA",1,31-DEC-14,"502410","","613311","","","","-276","","1179","1489967","60109","876656","","14486","96415","","96139","61288","","60109","","34851","60109"
"VA",2,31-DEC-15,"565113","","760989","","","","-2451","","-172387","1529584","340537","768595","","18637","177239","","174788","168150","","340537","","6638","340537"
"VAC",0,03-JAN-14,"458672","","669342","","","","922","","51474","1749688","79730","1080346","","","143920","","143778","131204","","79730","66750","12574","78666"
"VAC",1,02-JAN-15,"443874","","681217","","","","5171","","69835","1735782","80756","1054565","","","156498","","162283","150591","","80756","80845","11692","81370"
"VAC",2,01-JAN-16,"459394","","736471","","","","1117","","83698","1830463","122799","1093992","","","218003","","219307","206497","","122799","59074","12810","122986"
"VAL",0,25-OCT-13,"721123","","1358058","","","","-3871","","134540","4194977","289255","2836919","128265","","492424","","488553","423795","","289255","16246","64758","289255"
"VAL",1,31-OCT-14,"832335","","1539046","","","","-2697","","146481","4625624","345401","3086578","134134","","559909","","557212","491882","","345401","12668","65330","345401"
"VAL",2,30-OCT-15,"810136","","1551389","","","","45163","","164295","4392622","399506","2841233","132813","","647987","","645149","563801","","399506","8454","81348","399506"
"VALE",0,31-DEC-13,"2286000","","22522000","","","","2525000","","6833000","46767000","586000","24245000","801000","","15063000","","18272000","7241000","1611000","586000","4157000","11031000","1055000"
"VALE",1,31-DEC-14,"2156000","","12475000","","","","3542000","","1200000","37539000","657000","25064000","734000","","7178000","","11392000","1553000","1199000","657000","2240000","9839000","1162000"
"VALE",2,31-DEC-15,"858000","","5096000","","","","7562000","","-5100000","25609000","-12129000","20513000","477000","","-6131000","","931000","-17720000","2115000","-12129000","9953000","18651000","-12568000"
"VALU",0,30-APR-13,"31720","","35840","","","","126","","3887","35840","6619","","","","4120","","10506","10506","","6619","","","12879"
"VALU",1,30-APR-14,"33830","","36331","","","","178","","3410","36331","6768","","","","2501","","10178","10178","","6768","","","14267"
"VALU",2,30-APR-15,"33124","","35523","","","","126","","3203","35523","7292","","","","2399","","10495","10495","","7292","","","15262"
"VAR",0,27-SEP-13,"432589","","1249687","","","","7322","","173835","2942897","438248","1693210","208208","","608890","","616212","612083","","438248","","4129","438248"
"VAR",1,26-SEP-14,"470550","","1301675","","","","10514","","170807","3049800","403703","1748125","234840","","571155","","581669","574510","","403703","25130","7159","403703"
"VAR",2,02-OCT-15,"488514","","1282692","","","","13630","","142644","3099111","411485","1816419","245211","","548967","","562597","554662","14744","411485","","7935","411485"
"VASC",0,31-DEC-13,"42150","","74342","","","58245","-14","","4941","110498","11142","36156","13191","1572","16097","","16083","16083","","11142","1332","","11142"
"VASC",1,31-DEC-14,"49390","","84400","","","","-15","","7178","126099","12734","41699","13441","1642","19927","","19912","19912","","12734","","","12734"
"VASC",2,31-DEC-15,"64725","","98297","","","","42","","3177","147200","10464","48903","18358","1615","13599","","13641","13641","","10464","","","10464"
"VBFC",0,31-DEC-13,"30278","","","","","","","-886","","31869","-4007","3666","","1173","","","-3248","-4007","","-4893","","759","-4007"
"VBFC",1,31-DEC-14,"21844","","","","","","","-1436","","24467","-1037","3006","","100","","","-483","-1037","","-2473","","554","-1037"
"VBFC",2,31-DEC-15,"21400","","","","","","","5945","","25562","646","2481","","-2000","","","1032","646","","6591","2649","386","646"
"WERN",0,31-DEC-13,"994108","","1306853","","","","2439","","54926","2029183","86785","722330","","173019","139726","","142165","141711","","86785","","454","86785"
"WERN",1,31-DEC-14,"1087659","","1424731","","","","2567","","63124","2139289","98650","714558","","176984","160088","","162655","161774","","98650","","881","98650"
"WERN",2,31-DEC-15,"1119552","","1513217","","","","2679","","77447","2093529","123714","580312","","193209","200456","","203135","201161","","123714","","1974","123714"
"WES",0,31-DEC-13,"55159","","510552","","","","18737","-77857","4660","1085482","278723","574930","","149815","327259","","345996","294199","70594","200866","1267","51797","301671"
"WES",1,31-DEC-14,"62289","","672579","","","","17764","-137333","11659","1382868","393842","710289","","186514","478528","","496292","419526","69470","256509","3084","76766","451678"
"WES",2,31-DEC-15,"68641","","736163","","","","73301","-182738","3380","1561372","-73538","825209","","244163","37534","","53815","-60057","67384","-256276","514096","113872","-2287"
"WETF",0,31-DEC-13,"97492","","149468","","","","","","","149468","51537","","","439","51537","","51537","51537","","51537","5891","","51537"
"WETF",1,31-DEC-14,"109393","","183762","","","","","","12497","183762","61051","","","821","73548","","73548","73548","","61051","5124","","61051"
